riderName, position, points, sponsors, age, nationality, stance, height, residence, resort, website, facebook, twitter  
Redmond Gerard,  1,  882.98, Burton Snowboards | Celtek | Mountain Dew | Von Zipper | Wend Wax | Woodward Copper | , 20, USA, Regular, 5ft.4in., Silverthorne, Copper, www.redgerard.net, www.facebook.com/redgerard, www.twitter.com/@RedmondGerard, , , , 
Kengo Kofuji,  931,  25.09, , , JPN, , , , , , , , , , , 
Leo Eichhorn,  932,  25.07, , , GER, , , , , , , , , , , 
Liam Garandel,  933,  25.06, , , FRA, , , , , , , , , , , 
Adam Rejda,  934,  24.98, , , CZE, , , , , , , , , , , 
Christoph Holzinger,  935,  24.95, , , AUT, , , , , , , , , , , 
Bernd Schweiger,  936,  24.9, , , AUT, , , , , , , , , , , 
Brevin Bassett,  937,  24.88, , , USA, , , , , , , , , , , 
Benton Austin,  938,  24.82, , , USA, , , , , , , , , , , 
Niilo Silander,  939,  24.65, , , FIN, , , , , , , , , , , 
Toulouse Wuhrmann,  940,  24.65, , , SUI, , , , , , , , , , , 
Tanner Kuch,  941,  24.42, , , USA, , , , , , , , , , , 
Konstantin Illi,  942,  24.4, , , GER, , , , , , , , , , , 
Bjartur Snaer Jonsson,  943,  24.37, , , ISL, , , , , , , , , , , 
Lubpawath Chayametisurat,  944,  24.36, , , THA, , , , , , , , , , , 
Yoshito Okumura,  945,  24.32, , , JPN, , , , , , , , , , , 
Brodie Langill,  945,  24.32, , , CAN, , , , , , , , , , , 
Jure Seifried,  947,  24.31, , , SLO, , , , , , , , , , , 
Nicolas Villegas,  948,  24.21, , , CHI, , , , , , , , , , , 
Nichlas Anderssen Gaulen,  949,  24.15, , , NOR, , , , , , , , , , , 
Keigo Fujiwara,  950,  24.11, , , JPN, , , , , , , , , , , 
Laurens Dekkers,  951,  24.04, , , NED, , , , , , , , , , , 
Hlynur Atli Haraldsson,  952,  23.97, , , ISL, , , , , , , , , , , 
Kevin Cassera,  953,  23.94, , , ITA, , , , , , , , , , , 
Lucio Romani,  954,  23.87, , , ARG, , , , , , , , , , , 
Torstein Mo Vatne,  955,  23.83, , , NOR, , , , , , , , , , , 
Casey Caplette,  956,  23.81, , , CAN, , , , , , , , , , , 
Yota Hiramoto,  957,  23.76, , , JPN, , , , , , , , , , , 
Moreno Baumann,  957,  23.76, , , SUI, , , , , , , , , , , 
Antonio Astillero,  959,  23.64, , , USA, , , , , , , , , , , 
Evan Merino,  960,  23.58, , , CAN, , , , , , , , , , , 
Elias Frantisek,  961,  23.56, , , CZE, , , , , , , , , , , 
Riccardo Quartiero,  962,  23.45, , , ITA, , , , , , , , , , , 
Ignacio Nicolas Martin,  963,  23.16, , , ARG, , , , , , , , , , , 
Richard Bugos,  964,  23.13, , , USA, , , , , , , , , , , 
Jack Stygar,  965,  23.11, , , USA, , , , , , , , , , , 
Aristide Guisolan,  966,  23.1, , , SUI, , , , , , , , , , , 
Jack Sutton,  967,  23, , , CAN, , , , , , , , , , , 
Tyson Deslaurier,  968,  22.99, , , CAN, , , , , , , , , , , 
Simon Karrer,  969,  22.94, , , AUT, , , , , , , , , , , 
Domas Uzpolevicius,  970,  22.88, , , LTU, , , , , , , , , , , 
Jan Reznicek,  970,  22.88, , , CZE, , , , , , , , , , , 
Tudor Pitulea,  970,  22.88, , , ROU, , , , , , , , , , , 
Silver Milpak,  973,  22.8, , , EST, , , , , , , , , , , 
Enzo Mair,  974,  22.79, , , ARG, , , , , , , , , , , 
Kai Yin,  975,  22.76, , , FIN, , , , , , , , , , , 
Eric Leiva,  976,  22.75, , , CHI, , , , , , , , , , , 
Wang Liwen,  977,  22.74, , , CHN, , , , , , , , , , , 
Mario Grinschgl,  978,  22.73, , , AUT, , , , , , , , , , , 
Rokas Grigaitis,  979,  22.64, , , LTU, , , , , , , , , , , 
Song Sun,  980,  22.6, , , CHN, , , , , , , , , , , 
Roomeo Aalto,  981,  22.39, , , FIN, , , , , , , , , , , 
Timofei Striukov,  982,  22.37, , , RUS, , , , , , , , , , , 
Douglas Fay,  983,  22.04, , , USA, , , , , , , , , , , 
Kira Konuma,  984,  21.94, , , JPN, , , , , , , , , , , 
Yoshiki Nemoto,  985,  21.84, , , JPN, , , , , , , , , , , 
Sota Matsumoto,  986,  21.83, , , JPN, , , , , , , , , , , 
Rafael Burri,  987,  21.83, , , SUI, , , , , , , , , , , 
Matteo Ganserer,  988,  21.74, , , GER, , , , , , , , , , , 
Jesse-Fin Groot,  989,  21.7, , , CAN, , , , , , , , , , , 
Hideki Matsuoka,  990,  21.65, , , JPN, , , , , , , , , , , 
Ermolai Uporov,  991,  21.64, , , RUS, , , , , , , , , , , 
John Phocas,  992,  21.61, , 20, USA, , , Virginia Beach, , , , , , , , 
Jan Clara,  993,  21.59, , , ESP, , , , , , , , , , , 
Kota Murakami,  994,  21.55, , , JPN, , , , , , , , , , , 
Cooper Provencher,  995,  21.54, , , USA, , , , , , , , , , , 
Theofilos Arvanitidis,  996,  21.5, , , GRE, , , , , , , , , , , 
Michael Rose,  997,  21.42, , , USA, , , , , , , , , , , 
Liyor Moyal,  998,  21.39, , , NED, , , , , , , , , , , 
Mateo Bravo,  999,  21.37, , , CAN, , , , , , , , , , , 
Aaro Voutilainen,  1000,  21.35, , , FIN, , , , , , , , , , , 
Auxence Mathieu,  1001,  21.31, , , FRA, , , , , , , , , , , 
Benjamin Rankin,  1002,  21.2, , , USA, , , , , , , , , , , 
Kousuke Yasuda,  1003,  21.11, , , JPN, , , , , , , , , , , 
Hiroki Sakuma,  1004,  21.07, , , JPN, , , , , , , , , , , 
Nikita Kurenkov,  1005,  20.98, , , BLR, , , , , , , , , , , 
Alex Strachan,  1006,  20.87, , , USA, , , , , , , , , , , 
Arnar Bjorgvinsson,  1007,  20.85, , , ISL, , , , , , , , , , , 
Niko Lemark,  1008,  20.82, , , AUT, , , , , , , , , , , 
Kentaro Okuyama,  1009,  20.81, , , JPN, , , , , , , , , , , 
Solomom Wynnyk,  1010,  20.74, , , CAN, , , , , , , , , , , 
Alessio Capodiferro,  1011,  20.72, , , SUI, , , , , , , , , , , 
Koki Kitano,  1012,  20.55, , , JPN, , , , , , , , , , , 
Oliver Steen Ahlstrom,  1013,  20.39, , , NOR, , , , , , , , , , , 
Ransu Rutonen,  1014,  20.37, , , FIN, , , , , , , , , , , 
Davide Maifredi,  1015,  20.35, , , ITA, , , , , , , , , , , 
Rafe Hudson,  1016,  20.15, , , CAN, , , , , , , , , , , 
Ondrej Kalenda,  1017,  20.12, , , CZE, , , , , , , , , , , 
Sampo Lipponen,  1017,  20.12, , , FIN, , , , , , , , , , , 
Oliver Christov,  1019,  20.09, , , GER, , , , , , , , , , , 
Limay Tagliaferro,  1020,  20.01, , , AND, , , , , , , , , , , 
Akihiro Obara,  1021,  19.96, , , JPN, , , , , , , , , , , 
Hampus Stroem,  1022,  19.95, , , SWE, , , , , , , , , , , 
Guillaume Forin,  1023,  19.91, , , FRA, , , , , , , , , , , 
Gregory Chataigner,  1023,  19.91, , , FRA, , , , , , , , , , , 
Ryan MacDuff,  1025,  19.82, , , CAN, , , , , , , , , , , 
Ekin Yilmaz,  1026,  19.79, , , CAN, , , , , , , , , , , 
Lukas Pall Benjaminsson,  1027,  19.74, , , ISL, , , , , , , , , , , 
Sergey Yagnich,  1028,  19.67, , , RUS, , , , , , , , , , , 
Matias Otto Wolfsteller,  1029,  19.67, , , ARG, , , , , , , , , , , 
Caleb Dhawornvej,  1030,  19.61, , , USA, , , , , , , , , , , 
Lucas Leutola Diaz,  1031,  19.46, , , FIN, , , , , , , , , , , 
Keaton Wowchuk,  1032,  19.44, , , CAN, , , , , , , , , , , 
Isak Atli Atlason,  1033,  19.42, , , ISL, , , , , , , , , , , 
Chase Ashmore,  1033,  19.42, , , CAN, , , , , , , , , , , 
Orn Snaevar Alexandersson,  1035,  19.27, , , ISL, , , , , , , , , , , 
Filip Lucky,  1036,  19.13, , , CZE, , , , , , , , , , , 
Pim Wiesen,  1037,  19.09, , , NED, , , , , , , , , , , 
Julian Ortega,  1038,  19.07, , , CHI, , , , , , , , , , , 
Jack Elliston,  1039,  18.97, , , USA, , , , , , , , , , , 
Martin Plch,  1040,  18.93, , , CZE, , , , , , , , , , , 
Jimmy Coles,  1041,  18.77, , , USA, , , , , , , , , , , 
Hideyuki Mizukoshi,  1042,  18.72, , , JPN, , , , , , , , , , , 
Leo Schweizer,  1043,  18.7, , , GER, , , , , , , , , , , 
Anzo Coletti,  1044,  18.61, , , FRA, , , , , , , , , , , 
Kippei Shimizu,  1045,  18.59, , , JPN, , , , , , , , , , , 
Toivo Silander,  1046,  18.56, , , FIN, , , , , , , , , , , 
Francisco Ocariz,  1047,  18.38, , , ARG, , , , , , , , , , , 
Max Joch,  1048,  18.34, , , AUT, , , , , , , , , , , 
Benjamin Côté,  1049,  18.32, , , CAN, , , , , , , , , , , 
Lasse Lehwald,  1050,  18.22, , 23, DEN, Regular, 181 cm, , Mt.Diner, instagram.com/lasselehwald, , , , , , 
Lucas Foster,  1051,  18.13, Bonfire | Celtek | Dakine | Salomon | Skullcandy | Smith | , 21, USA, Goofy, , Telluride, , , , , , , , 
Will Whitaker,  1052,  17.94, , , CAN, , , , , , , , , , , 
Alessandro Di Matteo,  1053,  17.76, , , ITA, , , , , , , , , , , 
Ellis Rempel,  1054,  17.73, , , CAN, , , , , , , , , , , 
Chris Fava,  1055,  17.68, , , CAN, , , , , , , , , , , 
Aleix Lopez Bigas,  1056,  17.6, , , ESP, , , , , , , , , , , 
Tobias Markl,  1057,  17.57, , , CZE, , , , , , , , , , , 
Anton Hofer,  1058,  17.49, , , AUT, , , , , , , , , , , 
Jacob Sebastian,  1059,  17.47, , , CAN, , , , , , , , , , , 
Gregory Coghlan,  1060,  17.46, , , USA, , , , , , , , , , , 
Milco De Feo,  1061,  17.43, , , ITA, , , , , , , , , , , 
Tristan Weiglin,  1062,  17.41, , , CAN, , , , , , , , , , , 
Marc Cedillo,  1063,  17.35, , , ESP, , , , , , , , , , , 
Leeto Hughes,  1064,  17.3, , , NZL, , , , , , , , , , , 
Daniel Pike,  1065,  17.24, , , CAN, , , , , , , , , , , 
Jonas Hanslik,  1066,  17.16, , , GER, , , , , , , , , , , 
Cash Cooper,  1067,  17.03, , , CAN, , , , , , , , , , , 
Juho Haapalainen,  1068,  17.03, , 32, FIN, , , , , , , , , , , 
Nils Kramer,  1069,  16.98, , , SUI, , , , , , , , , , , 
Veeti Jurva,  1070,  16.91, , , FIN, , , , , , , , , , , 
Blake Morris,  1071,  16.82, , , CAN, , , , , , , , , , , 
Pawel Brunner,  1072,  16.77, , , SUI, , , , , , , , , , , 
Drew Oberlander,  1072,  16.77, , , USA, , , , , , , , , , , 
Dominick Pasutto,  1074,  16.74, , , CAN, , , , , , , , , , , 
Rhune Cardineals,  1075,  16.73, , , BEL, , , , , , , , , , , 
Haruto Sunaga,  1076,  16.73, , , JPN, , , , , , , , , , , 
Kondratskyi Yevhen,  1077,  16.69, , , UKR, , , , , , , , , , , 
Ashton Gratton,  1078,  16.59, , , CAN, , , , , , , , , , , 
Taisuke Yamane,  1079,  16.57, , , JPN, , , , , , , , , , , 
Curtis Lackey,  1080,  16.53, , , USA, , , , , , , , , , , 
Niccolo Trepp,  1081,  16.47, , , SUI, , , , , , , , , , , 
Gabriel Irlandini,  1082,  16.43, , , BRA, , , , , , , , , , , 
George Bond,  1083,  16.36, , , USA, , , , , , , , , , , 
Patryck Urbanski,  1084,  16.35, , , POL, , , , , , , , , , , 
Haruto Arai,  1085,  16.33, , , JPN, , , , , , , , , , , 
Fraser Campbell,  1086,  16.27, , , USA, , , , , , , , , , , 
Masanobu Kawamura,  1087,  16.23, , , JPN, , , , , , , , , , , 
Oriol Bayo,  1088,  16.21, , , ESP, , , , , , , , , , , 
Kasin Humeny,  1089,  16.21, , , CAN, , , , , , , , , , , 
Manel Garcia Sune,  1090,  16.17, , , AND, , , , , , , , , , , 
Keizo Maeda,  1091,  16.13, , , JPN, , , , , , , , , , , 
Walter Wirtitsch,  1092,  16.11, , , AUT, , , , , , , , , , , 
Robert Vötsch,  1093,  16.07, , , AUT, , , , , , , , , , , 
Leo Nieto,  1094,  16.05, , , FRA, , , , , , , , , , , 
Jamie Hamlin,  1095,  15.96, , , USA, , , , , , , , , , , 
Sebastian Murphy,  1096,  15.83, , , CAN, , , , , , , , , , , 
Ollie Martin,  1097,  15.81, , , USA, , , , , , , , , , , 
Damian Millinger,  1098,  15.64, , , GER, , , , , , , , , , , 
Ondrej Susicky,  1099,  15.58, , , CZE, , , , , , , , , , , 
Matteo Zilio,  1099,  15.58, , , ITA, , , , , , , , , , , 
Silas Postal,  1101,  15.48, , , CAN, , , , , , , , , , , 
Oddur Vilberg Sigurdsson,  1102,  15.47, , , ISL, , , , , , , , , , , 
Vid Legac,  1103,  15.41, , , CRO, , , , , , , , , , , 
Pyry Posio,  1104,  15.4, , , FIN, , , , , , , , , , , 
Anru Wakushima,  1105,  15.38, , , NZL, , , , , , , , , , , 
Patrick Fankhauser,  1106,  15.33, , , AUT, , , , , , , , , , , 
Mischa Zuercher,  1107,  15.24, , , SUI, , , , , , , , , , , 
Kirua Rejina,  1108,  15.21, , , JPN, , , , , , , , , , , 
Grady Kahl,  1109,  15.17, , , CAN, , , , , , , , , , , 
Corentin Briol,  1109,  15.17, , , FRA, , , , , , , , , , , 
Tatsuki Yoshida,  1111,  15.14, , , JPN, , , , , , , , , , , 
Callum Gelvezon,  1112,  15.08, , , USA, , , , , , , , , , , 
Felix Zehetmaier,  1113,  15.07, , , GER, , , , , , , , , , , 
Tommy De Martin,  1114,  14.9, , , ITA, , , , , , , , , , , 
Ari Eyland Gislason,  1115,  14.87, , , ISL, , , , , , , , , , , 
Falcundo Pardo,  1116,  14.85, , , ARG, , , , , , , , , , , 
Dimitrios Graikos,  1117,  14.79, , , GRE, , , , , , , , , , , 
James Lee,  1118,  14.78, , , GBR, , , , , , , , , , , 
Francisco Bello,  1119,  14.78, , , ARG, , , , , , , , , , , 
Michael Reitmann,  1120,  14.77, , , AUT, , , , , , , , , , , 
Levi Scherman,  1121,  14.74, , , CAN, , , , , , , , , , , 
Kirill Kalinin,  1122,  14.71, , , RUS, , , , , , , , , , , 
Mikita Kurankou,  1123,  14.59, , , BLR, , , , , , , , , , , 
Timon Stalder,  1124,  14.58, , , SUI, , , , , , , , , , , 
Raito Kimoto,  1125,  14.46, , , JPN, , , , , , , , , , , 
Nick Serbu,  1126,  14.44, , , CAN, , , , , , , , , , , 
Airu Endo,  1127,  14.42, , , JPN, , , , , , , , , , , 
Blake Hayen,  1128,  14.41, , , USA, , , , , , , , , , , 
Keisuke Katou,  1129,  14.39, , , JPN, , , , , , , , , , , 
Holden Aberhart,  1130,  14.34, , , CAN, , , , , , , , , , , 
Danjamin Zürni,  1131,  14.29, , , SUI, , , , , , , , , , , 
Ocean Roberts,  1132,  14.28, , 19, AUS, , , Jindabyne, , , , , , , , 
Xavier Lopez Arruebo,  1133,  14.26, , , AND, , , , , , , , , , , 
Bruno De San Jose,  1134,  14.23, , , ESP, , , , , , , , , , , 
Austin Ranger,  1135,  14.22, , , CAN, , , , , , , , , , , 
Erik Popma,  1136,  14.06, , , CAN, , , , , , , , , , , 
Leander Ineichen,  1137,  14.02, , 12, SUI, Goofy, , Baeretswil, , , , , , , , 
Kolby Woodworth,  1137,  14.02, , , CAN, , , , , , , , , , , 
Erik Jurmu,  1139,  14.02, , , FIN, , , , , , , , , , , 
Hiroaki Nagara,  1140,  14, , , JPN, , , , , , , , , , , 
Bosko Bradic,  1141,  13.94, , , SRB, , , , , , , , , , , 
Cullen Medernach,  1142,  13.93, , , CAN, , , , , , , , , , , 
Francesco Tosi,  1143,  13.81, , , ITA, , , , , , , , , , , 
Taiga Kato,  1144,  13.81, , , JPN, , , , , , , , , , , 
Nando Hitz,  1145,  13.77, , , SUI, , , , , , , , , , , 
Toan Krauskopf,  1146,  13.74, , , CAN, , , , , , , , , , , 
Seita Amano,  1147,  13.72, , , JPN, , , , , , , , , , , 
Gabin Bouzanne,  1148,  13.68, , , FRA, , , , , , , , , , , 
Ichinoshin Maruyama,  1149,  13.6, , , JPN, , , , , , , , , , , 
Max Eder,  1150,  13.57, , , AUT, , , , , , , , , , , 
Zoel Iago,  1151,  13.53, , , SUI, , , , , , , , , , , 
Annan Riordan,  1152,  13.52, , , USA, , , , , , , , , , , 
Jason McDonald,  1153,  13.44, , , USA, , , , , , , , , , , 
Owen Weiglin,  1154,  13.42, , , CAN, , , , , , , , , , , 
Tomoyuki Saito,  1155,  13.4, , , JPN, , , , , , , , , , , 
Felix Wieser,  1156,  13.39, , , AUT, , , , , , , , , , , 
Ben Starkey,  1156,  13.39, , , GBR, , , , , , , , , , , 
Arni Dagur Oddsteinsson,  1158,  13.36, , , ISL, , , , , , , , , , , 
Carlos Molina,  1159,  13.35, , , AND, , , , , , , , , , , 
Giona Waldvogel,  1160,  13.31, , , SUI, , , , , , , , , , , 
Gus Danzl,  1161,  13.28, , , AUT, , , , , , , , , , , 
Reese Edmonds,  1162,  13.23, , , USA, , , , , , , , , , , 
Oliver Malsub,  1163,  13.15, , , EST, , , , , , , , , , , 
Lars Spirig,  1164,  13.09, , , SUI, , , , , , , , , , , 
Kairi Yamamoto,  1165,  13.03, , , JPN, , , , , , , , , , , 
Madax Lheureux,  1166,  12.96, , , CAN, , , , , , , , , , , 
Joseph Senner,  1167,  12.92, , , USA, , , , , , , , , , , 
Tom Pünter,  1168,  12.88, , , SUI, , , , , , , , , , , 
Shuta Imai,  1169,  12.76, , , JPN, , , , , , , , , , , 
Onni Manninen,  1170,  12.74, , , FIN, , , , , , , , , , , 
Taewook Kim,  1171,  12.71, , , KOR, , , , , , , , , , , 
Anton Tio,  1172,  12.71, , , CAN, , , , , , , , , , , 
Makai Gelvezon,  1173,  12.7, , , USA, , , , , , , , , , , 
Raffael Schuetz,  1174,  12.68, , , SUI, , , , , , , , , , , 
Yuki Omura,  1175,  12.56, , , JPN, , , , , , , , , , , 
Max Avino,  1176,  12.54, , , ESP, , , , , , , , , , , 
Ugo Pirolli,  1177,  12.54, , , FRA, , , , , , , , , , , 
Madec Eybord,  1177,  12.54, , , FRA, , , , , , , , , , , 
Mario Veselinor,  1179,  12.51, , , BUL, , , , , , , , , , , 
Luca Koppenberg,  1179,  12.51, , , SUI, , , , , , , , , , , 
Nicolas Lugg,  1181,  12.48, , , SUI, , , , , , , , , , , 
Francesco Jogna-Prat,  1182,  12.44, , , ITA, , , , , , , , , , , 
Benedikt Boesl,  1183,  12.44, , , GER, , , , , , , , , , , 
Ihnat Siadanau,  1184,  12.4, , , BLR, , , , , , , , , , , 
Facundo Urbina,  1185,  12.36, , , ARG, , , , , , , , , , , 
Simone Belfrond,  1186,  12.21, , , ITA, , , , , , , , , , , 
Rhett Hubner,  1187,  12.21, , , CAN, , , , , , , , , , , 
Yuyang Dai,  1188,  12.2, , , CHI, , , , , , , , , , , 
Shusuke Uchikata,  1189,  12.18, , , JPN, , , , , , , , , , , 
Riccardo Dapit,  1190,  12.15, , , AUT, , , , , , , , , , , 
Mario Da Cruz Antequera,  1191,  12, , , AND, , , , , , , , , , , 
Curtis Dirksen,  1192,  11.97, , , CAN, , , , , , , , , , , 
Arne Riedl,  1193,  11.96, , , GER, , , , , , , , , , , 
Tomoki Fujisawa,  1193,  11.96, , , JPN, , , , , , , , , , , 
Kazuhito Edamatsu,  1195,  11.94, , , JPN, , , , , , , , , , , 
Jack Mallinson,  1196,  11.93, , , CAN, , , , , , , , , , , 
Leon Broadbent,  1197,  11.92, , , SUI, , , , , , , , , , , 
Asher Humphreys,  1198,  11.87, Breckenridge Resort | Burton Snowboards | , 24, USA, Goofy, , Breckenridge, Breckenridge Reosrt, , https://www.facebook.com/asher.humphreys, www.twitter.com/asherhumphreys, , , , 
Marius Mathisen,  1199,  11.85, , , NOR, , , , , , , , , , , 
Manuel Pastor,  1200,  11.79, , , ESP, , , , , , , , , , , 
Finn Bucher,  1201,  11.75, , , SUI, , , , , , , , , , , 
Gavin Soelter,  1202,  11.73, , , USA, , , , , , , , , , , 
Vlad Sofronov,  1203,  11.72, , , UKR, , , , , , , , , , , 
Max Goepel,  1204,  11.69, , , GER, , , , , , , , , , , 
Kankuro Uehara,  1205,  11.64, , , JPN, , , , , , , , , , , 
Finn Howell,  1205,  11.64, , , CAN, , , , , , , , , , , 
Yuuya Komori,  1207,  11.58, , , JPN, , , , , , , , , , , 
Andrew Pickard,  1208,  11.57, , , BEL, , , , , , , , , , , 
Veeti Still,  1209,  11.55, , , FIN, , , , , , , , , , , 
Yuta Kaneko,  1210,  11.5, , , JPN, , , , , , , , , , , 
Estin Bunnell,  1211,  11.44, , , USA, , , , , , , , , , , 
Shohei Inagaki,  1212,  11.43, , , JPN, , , , , , , , , , , 
Resman Ozbey,  1212,  11.43, , , AUT, , , , , , , , , , , 
Zachary Antraygues,  1214,  11.43, , , FRA, , , , , , , , , , , 
Pierin-Andriu Eberhard,  1215,  11.39, , , SUI, , , , , , , , , , , 
Joel De Vries,  1216,  11.37, , , NED, , , , , , , , , , , 
Rocco Moresi,  1217,  11.35, , , ITA, , , , , , , , , , , 
Filip Kalenda,  1218,  11.35, , , CZE, , , , , , , , , , , 
Daniel Chisholm,  1219,  11.32, , , CAN, , , , , , , , , , , 
Brett Suggitt,  1220,  11.31, , , CAN, , , , , , , , , , , 
Chase Borders,  1221,  11.28, , , USA, , , , , , , , , , , 
Matthew French,  1222,  11.25, , , USA, , , , , , , , , , , 
Neo Haino,  1223,  11.08, , , JPN, , , , , , , , , , , 
Maxence Belmudes,  1224,  11.07, , , FRA, , , , , , , , , , , 
Dario Somaini,  1225,  11.05, , , SUI, , , , , , , , , , , 
Ryosuke Hori,  1226,  11.04, , , JPN, , , , , , , , , , , 
Martin Klapal,  1227,  11.01, , , CZE, , , , , , , , , , , 
Mathias Minarovic,  1228,  10.97, , , AUT, , , , , , , , , , , 
Alex Schelling,  1229,  10.91, , , SUI, , , , , , , , , , , 
Amira Nakagawa,  1230,  10.89, , , JPN, , , , , , , , , , , 
Matti Jörg,  1231,  10.88, , , SUI, , , , , , , , , , , 
Taitten Cowan,  1232,  10.85, , , USA, , , , , , , , , , , 
Jens Schneiderle,  1232,  10.85, , , GER, , , , , , , , , , , 
Hiroto Nakai,  1234,  10.83, , , JPN, , , , , , , , , , , 
Killua Regina,  1235,  10.75, , , JPN, , , , , , , , , , , 
Oskar Tunaal Walker,  1235,  10.75, , , NOR, , , , , , , , , , , 
Shojin Kamata,  1237,  10.74, , , JPN, , , , , , , , , , , 
Magnthor Oddur Marteinsson,  1238,  10.73, , , ISL, , , , , , , , , , , 
Jasper Haberzettl,  1239,  10.71, , , GER, , , , , , , , , , , 
Shun Tasaki,  1240,  10.69, , , JPN, , , , , , , , , , , 
Tim Olof Gustaffson,  1241,  10.6, , , NOR, , , , , , , , , , , 
Jiri Netrh,  1242,  10.56, , , CZE, , , , , , , , , , , 
Florin Salkeld,  1243,  10.55, , , SUI, , , , , , , , , , , 
Marko Malsub,  1244,  10.53, , , EST, , , , , , , , , , , 
Petr Horak,  1245,  10.5, DC | Go Pro Cameras | Quiksilver | Union Bindings | , 29, CZE, Regular, 170cm, Brakov, pindleruv Mlýn, https://www.facebook.com/PetrHorisHorak, Petr Horis Horák, , , , , 
Arnar Smari Eidsson,  1246,  10.49, , , ISL, , , , , , , , , , , 
Brayden Coe,  1247,  10.45, , , CAN, , , , , , , , , , , 
Aarre Silander,  1248,  10.44, , , FIN, , , , , , , , , , , 
Braden Duty,  1248,  10.44, , , USA, , , , , , , , , , , 
Federico Giovannini,  1250,  10.43, , , ITA, , , , , , , , , , , 
Nico Biele,  1251,  10.38, , , SUI, , , , , , , , , , , 
Chase Robertson,  1252,  10.36, , , CAN, , , , , , , , , , , 
Oskar Zehren,  1253,  10.35, , , USA, , , , , , , , , , , 
Neil Donnelly,  1253,  10.35, , , USA, , , , , , , , , , , 
Marouane Abadlia,  1255,  10.33, , , FRA, , , , , , , , , , , 
Gabriel Tramolay,  1255,  10.33, , , FRA, , , , , , , , , , , 
Lucas Mondani,  1257,  10.22, , , SUI, , , , , , , , , , , 
Andres Aresson Sveinunggaard,  1258,  10.16, , , NOR, , , , , , , , , , , 
Ivan Otri Petursson,  1259,  10.15, , , ISL, , , , , , , , , , , 
Willi Rautner,  1260,  10.11, , , AUT, , , , , , , , , , , 
Haruyuki Sakaguchi,  1261,  10.09, , , JPN, , , , , , , , , , , 
Koga Hasu,  1262,  10.09, , , JPN, , , , , , , , , , , 
Dia Balmer,  1263,  10.05, , , SUI, , , , , , , , , , , 
Phineas Jet Townsend,  1264,  10.04, , , USA, , , , , , , , , , , 
Adam Cohen,  1265,  10.02, , , CAN, , , , , , , , , , , 
Jiri Latal,  1266,  10.01, , , CZE, , , , , , , , , , , 
Alexander Strachan,  1267,  9.98, , , USA, , , , , , , , , , , 
Kilian Schöndorfer,  1268,  9.97, , , GER, , , , , , , , , , , 
Ludwig Von Hurter,  1269,  9.94, , , GER, , , , , , , , , , , 
Tobias Grübl,  1270,  9.91, , , AUT, , , , , , , , , , , 
Felix Meier,  1271,  9.89, , , SUI, , , , , , , , , , , 
Jacob Kucharski,  1272,  9.78, , , USA, , , , , , , , , , , 
Rei Shimazaki,  1273,  9.76, , , JPN, , , , , , , , , , , 
Antoine Grand,  1273,  9.76, , , FRA, , , , , , , , , , , 
Dea Manel Imper,  1275,  9.72, , , SUI, , , , , , , , , , , 
Mitchell Schroeder,  1276,  9.65, , , USA, , , , , , , , , , , 
Emmit Desjardins,  1277,  9.65, , , CAN, , , , , , , , , , , 
Gion Schröter,  1278,  9.63, , , SUI, , , , , , , , , , , 
Julian Kandler,  1279,  9.61, , , AUT, , , , , , , , , , , 
Benedikt Snaer Hauksson,  1280,  9.6, , , ISL, , , , , , , , , , , 
Takaya Higuchi,  1281,  9.56, , , JPN, , , , , , , , , , , 
Koen Rinehart,  1281,  9.56, , , USA, , , , , , , , , , , 
Finn Schmitz,  1283,  9.56, , , GER, , , , , , , , , , , 
Reinhard Karrer,  1284,  9.54, , , AUT, , , , , , , , , , , 
Kameron Zurek,  1285,  9.53, , , USA, , , , , , , , , , , 
Noah Thorkelsson,  1286,  9.48, , , NOR, , , , , , , , , , , 
Kaisei Tanaka,  1287,  9.43, , , JPN, , , , , , , , , , , 
Jimi Kauppila,  1288,  9.38, , , FIN, , , , , , , , , , , 
Sawyer Riley,  1289,  9.37, , , USA, , , , , , , , , , , 
Kai Holden,  1290,  9.35, , , CAN, , , , , , , , , , , 
Severin Bachmann,  1291,  9.31, , , GER, , , , , , , , , , , 
Owen O Neill,  1292,  9.28, , , USA, , , , , , , , , , , 
Johny Golinczak,  1293,  9.25, , , POL, , , , , , , , , , , 
Eliott Delignieres,  1293,  9.25, , , FRA, , , , , , , , , , , 
Issei Uehara,  1295,  9.21, , , JPN, , , , , , , , , , , 
Blai Tane,  1296,  9.14, , , ESP, , , , , , , , , , , 
Justin Motty,  1297,  9.11, , , CAN, , , , , , , , , , , 
Robin Zuercher,  1298,  9.07, , , SUI, , , , , , , , , , , 
Hakuto Kitayama,  1299,  9.03, , , JPN, , , , , , , , , , , 
Ghady Aoun,  1300,  8.99, , , LIB, , , , , , , , , , , 
Niccolo Limonta,  1300,  8.99, , , ITA, , , , , , , , , , , 
Ondrej Kucirek,  1300,  8.99, , , CZE, , , , , , , , , , , 
Ulrich Kristiansen Rue,  1303,  8.95, , , NOR, , , , , , , , , , , 
Remy Staib,  1304,  8.91, , , SUI, , , , , , , , , , , 
Nathan M-Wilcox,  1305,  8.9, , , CAN, , , , , , , , , , , 
